settlement_date,settlement_period,price_gbp_per_mwh
2025-03-15,32,85.41
2025-03-15,33,86.81
2025-03-15,34,93.49
2025-03-15,35,102.53
2025-03-15,36,111.62
2025-03-15,37,113.51
2025-03-15,38,117.87
2025-03-15,39,108.95
2025-03-15,40,110.45
2025-03-15,41,104.12
2025-03-15,42,94.33
2025-03-15,43,90.13
2025-03-15,44,90.05
2025-03-15,45,86.8
2025-03-15,46,91.22
2025-03-15,47,86.62
2025-03-15,48,87.01
2025-03-16,1,92.41
2025-03-16,2,94.41
2025-03-16,3,95.84
2025-03-16,4,90.31
2025-03-16,5,92.1
2025-03-16,6,91.03
2025-03-16,7,86.31
2025-03-16,8,85.25
2025-03-16,9,85.54
2025-03-16,10,88.82
2025-03-16,11,91.65
2025-03-16,12,89.51
2025-03-16,13,91.14
2025-03-16,14,90.44
2025-03-16,15,87.17
2025-03-16,16,87.7
2025-03-16,17,92.84
2025-03-16,18,90.1
2025-03-16,19,87.45
2025-03-16,20,88.46
2025-03-16,21,84.99
2025-03-16,22,85.15
2025-03-16,23,91.28
2025-03-16,24,89.86
2025-03-16,25,97.24
2025-03-16,26,98.52
2025-03-16,27,104.02
2025-03-16,28,102.39
2025-03-16,29,100.87
2025-03-16,30,92.5
2025-03-16,31,96.99
2025-03-16,32,97.77
2025-03-16,33,96.92
2025-03-16,34,103.27
2025-03-16,35,112.78
2025-03-16,36,116.14
2025-03-16,37,120.95
2025-03-16,38,124.44
2025-03-16,39,114.53
2025-03-16,40,106.06
2025-03-16,41,110.61
2025-03-16,42,99.42
2025-03-16,43,95.4
2025-03-16,44,97.09
2025-03-16,45,90.63
2025-03-16,46,92.78
2025-03-16,47,96.42
2025-03-16,48,91.69
2025-03-17,1,87.15
2025-03-17,2,88.65
2025-03-17,3,85.42
2025-03-17,4,86.49
2025-03-17,5,86.0
2025-03-17,6,87.49
2025-03-17,7,90.73
2025-03-17,8,88.47
2025-03-17,9,89.32
2025-03-17,10,87.32
2025-03-17,11,115.1
2025-03-17,12,106.66
2025-03-17,13,126.75
2025-03-17,14,132.37
2025-03-17,15,123.51
2025-03-17,16,127.37
2025-03-17,17,119.93
2025-03-17,18,121.93
2025-03-17,19,124.38
2025-03-17,20,124.71
2025-03-17,21,125.1
2025-03-17,22,124.14
2025-03-17,23,115.18
2025-03-17,24,113.45
2025-03-17,25,110.47
2025-03-17,26,105.53
2025-03-17,27,96.1
2025-03-17,28,94.77
2025-03-17,29,93.49
2025-03-17,30,92.82
2025-03-17,31,96.14
2025-03-17,32,96.15
2025-03-17,33,100.47
2025-03-17,34,101.47
2025-03-17,35,110.1
2025-03-17,36,116.89
2025-03-17,37,116.67
2025-03-17,38,115.13
2025-03-17,39,99.84
2025-03-17,40,99.21
2025-03-17,41,96.56
2025-03-17,42,99.79
2025-03-17,43,88.1
2025-03-17,44,91.87
2025-03-17,45,88.02
2025-03-17,46,86.5
2025-03-17,47,85.83
2025-03-17,48,87.84
2025-03-18,1,88.53
2025-03-18,2,90.94
2025-03-18,3,92.78
2025-03-18,4,91.69
2025-03-18,5,91.33
2025-03-18,6,92.28
2025-03-18,7,92.7
2025-03-18,8,97.96
2025-03-18,9,102.32
2025-03-18,10,96.82
2025-03-18,11,118.07
2025-03-18,12,119.03
2025-03-18,13,119.83
2025-03-18,14,125.87
2025-03-18,15,117.72
2025-03-18,16,117.56
2025-03-18,17,113.05
2025-03-18,18,107.96
2025-03-18,19,110.11
2025-03-18,20,104.87
2025-03-18,21,104.16
2025-03-18,22,100.91
2025-03-18,23,90.03
2025-03-18,24,88.55
2025-03-18,25,86.56
2025-03-18,26,84.59
2025-03-18,27,81.76
2025-03-18,28,79.8
2025-03-18,29,78.1
2025-03-18,30,77.32
2025-03-18,31,72.24
2025-03-18,32,69.92
2025-03-18,33,82.74
2025-03-18,34,78.1
2025-03-18,35,91.93
2025-03-18,36,98.32
2025-03-18,37,113.37
2025-03-18,38,116.15
2025-03-18,39,102.78
2025-03-18,40,102.07
2025-03-18,41,95.66
2025-03-18,42,84.08
2025-03-18,43,81.18
2025-03-18,44,82.07
2025-03-18,45,76.78
2025-03-18,46,77.55
2025-03-18,47,78.51
2025-03-18,48,78.24
2025-03-19,1,78.44
2025-03-19,2,87.44
2025-03-19,3,84.05
2025-03-19,4,87.31
2025-03-19,5,90.8
2025-03-19,6,87.92
2025-03-19,7,94.05
2025-03-19,8,95.03
2025-03-19,9,102.98
2025-03-19,10,102.72
2025-03-19,11,122.87
2025-03-19,12,124.79
2025-03-19,13,115.69
2025-03-19,14,126.68
2025-03-19,15,133.08
2025-03-19,16,131.22
2025-03-19,17,127.19
2025-03-19,18,126.55
2025-03-19,19,120.4
2025-03-19,20,109.87
2025-03-19,21,105.33
2025-03-19,22,101.15
2025-03-19,23,91.46
2025-03-19,24,86.03
2025-03-19,25,87.75
2025-03-19,26,91.26
2025-03-19,27,117.98
2025-03-19,28,110.83
2025-03-19,29,101.67
2025-03-19,30,99.98
2025-03-19,31,110.17
2025-03-19,32,110.44
2025-03-19,33,121.6
2025-03-19,34,126.11
2025-03-19,35,153.56
2025-03-19,36,155.11
2025-03-19,37,156.55
2025-03-19,38,156.83
2025-03-19,39,181.68
2025-03-19,40,177.48
2025-03-19,41,129.26
2025-03-19,42,147.56
2025-03-19,43,126.37
2025-03-19,44,105.38
2025-03-19,45,103.17
2025-03-19,46,115.16
2025-03-19,47,121.15
2025-03-19,48,115.72
2025-03-20,1,110.21
2025-03-20,2,115.09
2025-03-20,3,109.38
2025-03-20,4,105.03
2025-03-20,5,107.62
2025-03-20,6,110.41
2025-03-20,7,104.82
2025-03-20,8,98.35
2025-03-20,9,110.9
2025-03-20,10,105.64
2025-03-20,11,122.28
2025-03-20,12,126.53
2025-03-20,13,116.46
2025-03-20,14,124.54
2025-03-20,15,132.5
2025-03-20,16,128.36
2025-03-20,17,127.66
2025-03-20,18,121.51
2025-03-20,19,111.96
2025-03-20,20,100.32
2025-03-20,21,92.56
2025-03-20,22,93.4
2025-03-20,23,90.24
2025-03-20,24,84.15
2025-03-20,25,85.67
2025-03-20,26,84.65
2025-03-20,27,87.52
2025-03-20,28,85.04
2025-03-20,29,83.69
2025-03-20,30,83.81
2025-03-20,31,89.73
2025-03-20,32,88.14
2025-03-20,33,103.93
2025-03-20,34,124.99
2025-03-20,35,125.78
2025-03-20,36,126.44
2025-03-20,37,136.7
2025-03-20,38,142.77
2025-03-20,39,125.86
2025-03-20,40,111.89
2025-03-20,41,104.04
2025-03-20,42,100.66
2025-03-20,43,94.69
2025-03-20,44,95.61
2025-03-20,45,94.67
2025-03-20,46,93.34
2025-03-20,47,93.44
2025-03-20,48,97.24
2025-03-21,1,92.61
2025-03-21,2,95.19
2025-03-21,3,94.5
2025-03-21,4,91.24
2025-03-21,5,89.67
2025-03-21,6,86.41
2025-03-21,7,81.76
2025-03-21,8,83.9
2025-03-21,9,87.31
2025-03-21,10,88.21
2025-03-21,11,92.33
2025-03-21,12,100.85
2025-03-21,13,103.76
2025-03-21,14,105.81
2025-03-21,15,84.34
2025-03-21,16,87.93
2025-03-21,17,84.77
2025-03-21,18,91.8
2025-03-21,19,91.54
2025-03-21,20,94.49
2025-03-21,21,96.51
2025-03-21,22,94.38
2025-03-21,23,85.62
2025-03-21,24,85.1
2025-03-21,25,73.1
2025-03-21,26,65.49
2025-03-21,27,60.39
2025-03-21,28,59.16
2025-03-21,29,58.91
2025-03-21,30,57.75
2025-03-21,31,73.26
2025-03-21,32,80.71
2025-03-21,33,95.28
2025-03-21,34,104.91
2025-03-21,35,116.69
2025-03-21,36,120.01
2025-03-21,37,121.31
2025-03-21,38,120.69
2025-03-21,39,114.73
2025-03-21,40,114.01
2025-03-21,41,109.46
2025-03-21,42,101.94
2025-03-21,43,100.82
2025-03-21,44,98.71
2025-03-21,45,102.0
2025-03-21,46,93.05
2025-03-21,47,83.92
2025-03-21,48,76.79
2025-03-22,1,70.61
2025-03-22,2,78.81
2025-03-22,3,71.79
2025-03-22,4,70.21
2025-03-22,5,70.02
2025-03-22,6,68.17
2025-03-22,7,51.8
2025-03-22,8,43.66
2025-03-22,9,49.05
2025-03-22,10,49.41
2025-03-22,11,37.11
2025-03-22,12,36.3
2025-03-22,13,51.22
2025-03-22,14,52.36
2025-03-22,15,72.45
2025-03-22,16,81.74
2025-03-22,17,85.97
2025-03-22,18,93.4
2025-03-22,19,97.83
2025-03-22,20,101.44
2025-03-22,21,101.84
2025-03-22,22,101.3
2025-03-22,23,104.0
2025-03-22,24,102.42
2025-03-22,25,96.01
2025-03-22,26,98.79
2025-03-22,27,98.15
2025-03-22,28,100.32
2025-03-22,29,100.56
2025-03-22,30,100.93
2025-03-22,31,102.64
2025-03-22,32,100.78
2025-03-22,33,100.52
2025-03-22,34,108.36
2025-03-22,35,123.96
2025-03-22,36,128.09
2025-03-22,37,130.72
2025-03-22,38,133.76
2025-03-22,39,131.06
2025-03-22,40,125.08
2025-03-22,41,113.69
2025-03-22,42,102.32
2025-03-22,43,99.41
2025-03-22,44,103.0
2025-03-22,45,96.13
2025-03-22,46,98.46
2025-03-22,47,97.29
2025-03-22,48,99.87
2025-03-23,1,100.17
2025-03-23,2,99.04
2025-03-23,3,99.71
2025-03-23,4,95.95
2025-03-23,5,93.54
2025-03-23,6,90.57
2025-03-23,7,87.1
2025-03-23,8,86.44
2025-03-23,9,81.33
2025-03-23,10,74.45
2025-03-23,11,82.35
2025-03-23,12,83.47
2025-03-23,13,85.78
2025-03-23,14,87.22
2025-03-23,15,92.31
2025-03-23,16,87.8
2025-03-23,17,85.68
2025-03-23,18,87.78
2025-03-23,19,83.65
2025-03-23,20,93.23
2025-03-23,21,93.89
2025-03-23,22,96.42
2025-03-23,23,103.85
2025-03-23,24,109.1
2025-03-23,25,113.95
2025-03-23,26,113.08
2025-03-23,27,109.73
2025-03-23,28,102.3
2025-03-23,29,98.12
2025-03-23,30,97.28
2025-03-23,31,91.81
2025-03-23,32,91.39
2025-03-23,33,98.8
2025-03-23,34,116.28
2025-03-23,35,122.37
2025-03-23,36,125.83
2025-03-23,37,119.9
2025-03-23,38,121.21
2025-03-23,39,126.08
2025-03-23,40,122.46
2025-03-23,41,120.45
2025-03-23,42,108.58
2025-03-23,43,105.34
2025-03-23,44,107.95
2025-03-23,45,102.23
2025-03-23,46,101.68
2025-03-23,47,103.02
2025-03-23,48,92.65
2025-03-24,1,89.49
2025-03-24,2,93.39
2025-03-24,3,91.1
2025-03-24,4,88.07
2025-03-24,5,90.83
2025-03-24,6,89.44
2025-03-24,7,92.0
2025-03-24,8,91.34
2025-03-24,9,95.76
2025-03-24,10,96.15
2025-03-24,11,98.73
2025-03-24,12,95.38
2025-03-24,13,117.77
2025-03-24,14,125.26
2025-03-24,15,128.77
2025-03-24,16,133.75
2025-03-24,17,120.89
2025-03-24,18,121.48
2025-03-24,19,115.26
2025-03-24,20,116.31
2025-03-24,21,114.59
2025-03-24,22,109.54
2025-03-24,23,88.76
2025-03-24,24,85.23
2025-03-24,25,84.28
2025-03-24,26,81.66
2025-03-24,27,81.56
2025-03-24,28,78.51
2025-03-24,29,79.46
2025-03-24,30,78.93
2025-03-24,31,81.5
2025-03-24,32,79.95
2025-03-24,33,85.88
2025-03-24,34,88.9
2025-03-24,35,101.13
2025-03-24,36,108.7
2025-03-24,37,128.89
2025-03-24,38,130.17
2025-03-24,39,124.96
2025-03-24,40,122.02
2025-03-24,41,108.01
2025-03-24,42,103.45
2025-03-24,43,92.07
2025-03-24,44,93.92
2025-03-24,45,91.36
2025-03-24,46,83.4
2025-03-24,47,81.35
2025-03-24,48,80.48
2025-03-25,1,80.72
2025-03-25,2,81.07
2025-03-25,3,81.79
2025-03-25,4,84.83
2025-03-25,5,80.72
2025-03-25,6,85.66
2025-03-25,7,85.02
2025-03-25,8,84.04
2025-03-25,9,79.94
2025-03-25,10,86.71
2025-03-25,11,81.52
2025-03-25,12,85.65
2025-03-25,13,92.07
2025-03-25,14,96.71
2025-03-25,15,95.0
2025-03-25,16,98.31
2025-03-25,17,92.94
2025-03-25,18,94.06
2025-03-25,19,91.85
2025-03-25,20,91.7
2025-03-25,21,86.61
2025-03-25,22,83.86
2025-03-25,23,85.01
2025-03-25,24,84.69
2025-03-25,25,81.73
2025-03-25,26,83.38
2025-03-25,27,78.47
2025-03-25,28,73.28
2025-03-25,29,73.65
2025-03-25,30,78.46
2025-03-25,31,76.02
2025-03-25,32,75.84
2025-03-25,33,88.79
2025-03-25,34,99.16
2025-03-25,35,114.82
2025-03-25,36,118.9
2025-03-25,37,116.21
2025-03-25,38,124.15
2025-03-25,39,113.68
2025-03-25,40,111.52
2025-03-25,41,111.47
2025-03-25,42,103.73
2025-03-25,43,96.24
2025-03-25,44,97.5
2025-03-25,45,93.48
2025-03-25,46,96.42
2025-03-25,47,95.87
2025-03-25,48,89.27
2025-03-26,1,93.64
2025-03-26,2,96.89
2025-03-26,3,88.06
2025-03-26,4,85.19
2025-03-26,5,89.5
2025-03-26,6,83.37
2025-03-26,7,84.73
2025-03-26,8,83.75
2025-03-26,9,79.15
2025-03-26,10,82.61
2025-03-26,11,98.0
2025-03-26,12,107.25
2025-03-26,13,107.7
2025-03-26,14,115.06
2025-03-26,15,124.82
2025-03-26,16,125.17
2025-03-26,17,124.19
2025-03-26,18,117.13
2025-03-26,19,101.57
2025-03-26,20,93.82
2025-03-26,21,95.79
2025-03-26,22,96.18
2025-03-26,23,98.22
2025-03-26,24,95.3
2025-03-26,25,91.11
2025-03-26,26,87.6
2025-03-26,27,87.98
2025-03-26,28,86.22
2025-03-26,29,88.6
2025-03-26,30,88.23
2025-03-26,31,100.0
2025-03-26,32,100.92
2025-03-26,33,97.05
2025-03-26,34,96.02
2025-03-26,35,104.35
2025-03-26,36,107.48
2025-03-26,37,118.64
2025-03-26,38,116.96
2025-03-26,39,102.53
2025-03-26,40,101.59
2025-03-26,41,100.54
2025-03-26,42,96.12
2025-03-26,43,94.03
2025-03-26,44,96.92
2025-03-26,45,94.43
2025-03-26,46,93.2
2025-03-26,47,79.7
2025-03-26,48,80.33
2025-03-27,1,77.85
2025-03-27,2,86.71
2025-03-27,3,85.43
2025-03-27,4,79.45
2025-03-27,5,79.75
2025-03-27,6,80.72
2025-03-27,7,76.08
2025-03-27,8,81.12
2025-03-27,9,86.99
2025-03-27,10,84.49
2025-03-27,11,96.79
2025-03-27,12,102.66
2025-03-27,13,103.52
2025-03-27,14,113.4
2025-03-27,15,102.28
2025-03-27,16,103.26
2025-03-27,17,103.33
2025-03-27,18,100.09
2025-03-27,19,100.58
2025-03-27,20,95.08
2025-03-27,21,90.74
2025-03-27,22,92.72
2025-03-27,23,90.57
2025-03-27,24,88.54
2025-03-27,25,86.42
2025-03-27,26,76.76
2025-03-27,27,57.42
2025-03-27,28,52.01
2025-03-27,29,49.09
2025-03-27,30,45.71
2025-03-27,31,51.4
2025-03-27,32,46.32
2025-03-27,33,67.71
2025-03-27,34,68.63
2025-03-27,35,90.87
2025-03-27,36,99.36
2025-03-27,37,106.54
2025-03-27,38,110.71
2025-03-27,39,105.15
2025-03-27,40,101.95
2025-03-27,41,93.9
2025-03-27,42,88.87
2025-03-27,43,83.58
2025-03-27,44,74.82
2025-03-27,45,69.83
2025-03-27,46,50.52
2025-03-27,47,31.89
2025-03-27,48,23.55
2025-03-28,1,16.93
2025-03-28,2,17.77
2025-03-28,3,16.08
2025-03-28,4,12.31
2025-03-28,5,11.14
2025-03-28,6,10.49
2025-03-28,7,12.05
2025-03-28,8,12.63
2025-03-28,9,26.07
2025-03-28,10,26.98
2025-03-28,11,47.95
2025-03-28,12,55.12
2025-03-28,13,68.63
2025-03-28,14,82.84
2025-03-28,15,60.33
2025-03-28,16,64.79
2025-03-28,17,51.21
2025-03-28,18,55.31
2025-03-28,19,35.89
2025-03-28,20,32.3
2025-03-28,21,25.87
2025-03-28,22,20.88
2025-03-28,23,10.13
2025-03-28,24,7.59
2025-03-28,25,1.33
2025-03-28,26,-0.37
2025-03-28,27,0.77
2025-03-28,28,0.23
2025-03-28,29,15.93
2025-03-28,30,15.89
2025-03-28,31,28.7
2025-03-28,32,40.57
2025-03-28,33,68.69
2025-03-28,34,70.74
2025-03-28,35,94.53
2025-03-28,36,102.58
2025-03-28,37,105.92
2025-03-28,38,112.89
2025-03-28,39,103.17
2025-03-28,40,99.38
2025-03-28,41,93.38
2025-03-28,42,95.31
2025-03-28,43,93.02
2025-03-28,44,90.47
2025-03-28,45,86.22
2025-03-28,46,86.24
2025-03-28,47,84.96
2025-03-28,48,89.5
2025-03-29,1,84.01
2025-03-29,2,87.64
2025-03-29,3,84.05
2025-03-29,4,76.34
2025-03-29,5,71.41
2025-03-29,6,75.19
2025-03-29,7,77.47
2025-03-29,8,76.88
2025-03-29,9,76.19
2025-03-29,10,76.18
2025-03-29,11,89.72
2025-03-29,12,93.81
2025-03-29,13,95.29
2025-03-29,14,98.87
2025-03-29,15,102.91
2025-03-29,16,105.23
2025-03-29,17,109.2
2025-03-29,18,106.09
2025-03-29,19,102.89
2025-03-29,20,78.24
2025-03-29,21,64.27
2025-03-29,22,46.61
2025-03-29,23,19.48
2025-03-29,24,4.95
2025-03-29,25,-4.73
2025-03-29,26,-9.3
2025-03-29,27,-9.99
2025-03-29,28,-17.18
2025-03-29,29,-11.17
2025-03-29,30,-10.64
2025-03-29,31,13.09
2025-03-29,32,17.11
2025-03-29,33,29.04
2025-03-29,34,51.39
2025-03-29,35,74.75
2025-03-29,36,81.66
2025-03-29,37,89.86
2025-03-29,38,94.11
2025-03-29,39,74.17
2025-03-29,40,63.81
2025-03-29,41,54.06
2025-03-29,42,34.15
2025-03-29,43,24.74
2025-03-29,44,14.47
2025-03-29,45,27.96
2025-03-29,46,16.32
2025-03-29,47,15.42
2025-03-29,48,14.7
2025-03-30,1,11.11
2025-03-30,2,12.37
2025-03-30,3,0.31
2025-03-30,4,-4.73
2025-03-30,5,-6.22
2025-03-30,6,-8.59
2025-03-30,7,-6.94
2025-03-30,8,-9.56
2025-03-30,9,-8.56
2025-03-30,10,-5.56
2025-03-30,11,2.12
2025-03-30,12,3.93
2025-03-30,13,8.81
2025-03-30,14,10.2
2025-03-30,15,10.93
2025-03-30,16,12.15
2025-03-30,17,0.05
2025-03-30,18,0.42
2025-03-30,19,-4.65
2025-03-30,20,-7.5
2025-03-30,21,-7.26
2025-03-30,22,-10.1
2025-03-30,23,-14.5
2025-03-30,24,-13.74
2025-03-30,25,-13.05
2025-03-30,26,-9.51
2025-03-30,27,-12.15
2025-03-30,28,-3.35
2025-03-30,29,-2.36
2025-03-30,30,8.13
2025-03-30,31,8.04
2025-03-30,32,21.09
2025-03-30,33,84.61
2025-03-30,34,86.06
2025-03-30,35,78.88
2025-03-30,36,80.41
2025-03-30,37,85.1
2025-03-30,38,100.0
2025-03-30,39,98.55
2025-03-30,40,100.55
2025-03-30,41,113.31
2025-03-30,42,110.72
2025-03-30,43,99.46
2025-03-30,44,90.46
2025-03-30,45,91.58
2025-03-30,46,83.89
2025-03-31,1,79.69
2025-03-31,2,82.18
2025-03-31,3,85.33
2025-03-31,4,84.64
2025-03-31,5,81.53
2025-03-31,6,79.83
2025-03-31,7,77.24
2025-03-31,8,75.55
2025-03-31,9,71.15
2025-03-31,10,69.61
2025-03-31,11,73.26
2025-03-31,12,74.59
2025-03-31,13,109.85
2025-03-31,14,117.99
2025-03-31,15,138.42
2025-03-31,16,144.01
2025-03-31,17,119.21
2025-03-31,18,117.02
2025-03-31,19,110.24
2025-03-31,20,107.24
2025-03-31,21,99.83
2025-03-31,22,93.84
2025-03-31,23,82.78
2025-03-31,24,79.7
2025-03-31,25,80.5
2025-03-31,26,77.32
2025-03-31,27,80.23
2025-03-31,28,78.19
2025-03-31,29,77.56
2025-03-31,30,77.64
2025-03-31,31,78.57
2025-03-31,32,83.68
2025-03-31,33,88.27
2025-03-31,34,86.58
2025-03-31,35,99.91
2025-03-31,36,106.56
2025-03-31,37,134.56
2025-03-31,38,137.82
2025-03-31,39,122.38
2025-03-31,40,121.84
2025-03-31,41,106.38
2025-03-31,42,100.18
2025-03-31,43,96.3
2025-03-31,44,90.89
2025-03-31,45,86.54
2025-03-31,46,83.94
2025-03-31,47,81.54
2025-03-31,48,80.49
2025-04-01,1,82.87
2025-04-01,2,79.81
2025-04-01,3,82.1
2025-04-01,4,84.78
2025-04-01,5,78.71
2025-04-01,6,76.61
2025-04-01,7,74.4
2025-04-01,8,78.1
2025-04-01,9,78.64
2025-04-01,10,78.31
2025-04-01,11,83.71
2025-04-01,12,82.5
2025-04-01,13,103.38
2025-04-01,14,111.51
2025-04-01,15,117.07
2025-04-01,16,120.58
2025-04-01,17,93.62
2025-04-01,18,94.03
2025-04-01,19,91.21
2025-04-01,20,90.22
2025-04-01,21,90.17
2025-04-01,22,86.08
2025-04-01,23,73.78
2025-04-01,24,68.04
2025-04-01,25,61.19
2025-04-01,26,44.93
2025-04-01,27,22.83
2025-04-01,28,20.89
2025-04-01,29,13.73
2025-04-01,30,12.84
2025-04-01,31,12.96
2025-04-01,32,12.36
2025-04-01,33,17.06
2025-04-01,34,30.08
2025-04-01,35,54.89
2025-04-01,36,78.96
2025-04-01,37,92.19
2025-04-01,38,95.46
2025-04-01,39,100.04
2025-04-01,40,99.15
2025-04-01,41,90.58
2025-04-01,42,84.21
2025-04-01,43,70.49
2025-04-01,44,59.94
2025-04-01,45,64.82
2025-04-01,46,44.52
2025-04-01,47,12.58
2025-04-01,48,0.6
2025-04-02,1,0.26
2025-04-02,2,0.3
2025-04-02,3,-1.72
2025-04-02,4,0.34
2025-04-02,5,-7.41
2025-04-02,6,-7.44
2025-04-02,7,-8.18
2025-04-02,8,-7.64
2025-04-02,9,-3.29
2025-04-02,10,1.6
2025-04-02,11,40.27
2025-04-02,12,62.47
2025-04-02,13,98.32
2025-04-02,14,108.4
2025-04-02,15,116.73
2025-04-02,16,122.53
2025-04-02,17,127.04
2025-04-02,18,127.73
2025-04-02,19,105.3
2025-04-02,20,96.03
2025-04-02,21,52.78
2025-04-02,22,29.69
2025-04-02,23,-3.51
2025-04-02,24,4.57
2025-04-02,25,-8.94
2025-04-02,26,-15.2
2025-04-02,27,-9.52
2025-04-02,28,-13.42
2025-04-02,29,-11.66
2025-04-02,30,-13.33
2025-04-02,31,0.96
2025-04-02,32,8.66
2025-04-02,33,7.3
2025-04-02,34,35.38
2025-04-02,35,68.3
2025-04-02,36,83.35
2025-04-02,37,91.32
2025-04-02,38,96.05
2025-04-02,39,111.05
2025-04-02,40,112.68
2025-04-02,41,114.45
2025-04-02,42,114.76
2025-04-02,43,113.2
2025-04-02,44,106.59
2025-04-02,45,101.48
2025-04-02,46,101.9
2025-04-02,47,96.33
2025-04-02,48,91.28
2025-04-03,1,85.81
2025-04-03,2,83.19
2025-04-03,3,81.85
2025-04-03,4,79.78
2025-04-03,5,74.96
2025-04-03,6,76.5
2025-04-03,7,71.35
2025-04-03,8,69.29
2025-04-03,9,87.06
2025-04-03,10,85.54
2025-04-03,11,116.72
2025-04-03,12,107.43
2025-04-03,13,122.66
2025-04-03,14,134.14
2025-04-03,15,134.84
2025-04-03,16,140.03
2025-04-03,17,135.19
2025-04-03,18,132.72
2025-04-03,19,125.38
2025-04-03,20,119.6
2025-04-03,21,114.55
2025-04-03,22,111.78
2025-04-03,23,85.51
2025-04-03,24,80.72
2025-04-03,25,85.62
2025-04-03,26,80.79
2025-04-03,27,69.45
2025-04-03,28,66.05
2025-04-03,29,63.73
2025-04-03,30,63.63
2025-04-03,31,77.54
2025-04-03,32,86.84
2025-04-03,33,95.65
2025-04-03,34,96.97
2025-04-03,35,125.63
2025-04-03,36,127.13
2025-04-03,37,134.35
2025-04-03,38,131.31
2025-04-03,39,113.73
2025-04-03,40,117.89
2025-04-03,41,114.64
2025-04-03,42,109.53
2025-04-03,43,103.92
2025-04-03,44,103.24
2025-04-03,45,98.98
2025-04-03,46,95.76
2025-04-03,47,88.01
2025-04-03,48,77.62
2025-04-04,1,82.41
2025-04-04,2,89.81
2025-04-04,3,93.46
2025-04-04,4,100.21
2025-04-04,5,94.76
2025-04-04,6,98.32
2025-04-04,7,101.48
2025-04-04,8,96.37
2025-04-04,9,99.42
2025-04-04,10,85.42
2025-04-04,11,94.41
2025-04-04,12,96.16
2025-04-04,13,111.9
2025-04-04,14,119.83
2025-04-04,15,105.94
2025-04-04,16,108.31
2025-04-04,17,99.67
2025-04-04,18,97.0
2025-04-04,19,98.3
2025-04-04,20,98.33
2025-04-04,21,102.92
2025-04-04,22,103.99
2025-04-04,23,101.97
2025-04-04,24,93.73
2025-04-04,25,87.51
2025-04-04,26,72.11
2025-04-04,27,38.13
2025-04-04,28,26.87
2025-04-04,29,18.65
2025-04-04,30,15.44
2025-04-04,31,45.23
2025-04-04,32,44.86
2025-04-04,33,45.27
2025-04-04,34,48.8
2025-04-04,35,93.21
2025-04-04,36,95.47
2025-04-04,37,96.59
2025-04-04,38,93.56
2025-04-04,39,81.47
2025-04-04,40,87.44
2025-04-04,41,76.14
2025-04-04,42,70.37
2025-04-04,43,69.31
2025-04-04,44,65.7
2025-04-04,45,72.88
2025-04-04,46,71.98
2025-04-04,47,74.68
2025-04-04,48,56.61
2025-04-05,1,68.21
2025-04-05,2,63.79
2025-04-05,3,65.41
2025-04-05,4,66.11
2025-04-05,5,67.74
2025-04-05,6,70.38
2025-04-05,7,73.71
2025-04-05,8,71.58
2025-04-05,9,63.39
2025-04-05,10,43.79
2025-04-05,11,45.32
2025-04-05,12,50.12
2025-04-05,13,54.54
2025-04-05,14,64.52
2025-04-05,15,47.28
2025-04-05,16,45.79
2025-04-05,17,39.85
2025-04-05,18,33.85
2025-04-05,19,10.56
2025-04-05,20,0.86
2025-04-05,21,-7.26
2025-04-05,22,-19.47
2025-04-05,23,-44.9
2025-04-05,24,-51.41
2025-04-05,25,-61.89
2025-04-05,26,-67.11
2025-04-05,27,-67.41
2025-04-05,28,-68.05
2025-04-05,29,-68.67
2025-04-05,30,-67.58
2025-04-05,31,-31.43
2025-04-05,32,-13.82
2025-04-05,33,-18.36
2025-04-05,34,17.35
2025-04-05,35,45.5
2025-04-05,36,69.09
2025-04-05,37,79.79
2025-04-05,38,89.26
2025-04-05,39,95.83
2025-04-05,40,100.3
2025-04-05,41,101.62
2025-04-05,42,103.39
2025-04-05,43,95.19
2025-04-05,44,79.82
2025-04-05,45,87.75
2025-04-05,46,86.55
2025-04-05,47,71.4
2025-04-05,48,64.86
2025-04-06,1,54.85
2025-04-06,2,46.64
2025-04-06,3,38.85
2025-04-06,4,33.8
2025-04-06,5,16.91
2025-04-06,6,13.04
2025-04-06,7,13.78
2025-04-06,8,14.23
2025-04-06,9,16.22
2025-04-06,10,21.06
2025-04-06,11,28.54
2025-04-06,12,38.74
2025-04-06,13,44.02
2025-04-06,14,47.44
2025-04-06,15,59.89
2025-04-06,16,61.57
2025-04-06,17,55.16
2025-04-06,18,53.74
2025-04-06,19,33.34
2025-04-06,20,26.61
2025-04-06,21,10.34
2025-04-06,22,4.32
2025-04-06,23,-9.74
2025-04-06,24,-12.03
2025-04-06,25,-7.15
2025-04-06,26,-8.19
2025-04-06,27,-11.72
2025-04-06,28,-5.38
2025-04-06,29,-5.66
2025-04-06,30,6.35
2025-04-06,31,30.95
2025-04-06,32,40.51
2025-04-06,33,51.16
2025-04-06,34,51.9
2025-04-06,35,71.69
2025-04-06,36,74.03
2025-04-06,37,78.23
2025-04-06,38,86.51
2025-04-06,39,101.68
2025-04-06,40,102.42
2025-04-06,41,95.97
2025-04-06,42,90.55
2025-04-06,43,81.56
2025-04-06,44,73.3
2025-04-06,45,71.32
2025-04-06,46,67.72
2025-04-06,47,70.94
